trial_id,model,m,truth_country,lure_country,lure_relation,crop_condition,false_memory_count,true_memory_count,rep,seed,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r0,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,6,2,0,20265,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r1,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,6,2,1,20363,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r2,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,6,2,2,20461,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r0,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,7,1,0,20587,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r1,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,7,1,1,20685,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r2,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,7,1,2,20783,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k8__r0,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,8,0,0,20909,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k8__r1,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,8,0,1,21007,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__incompatible__cotedivoire__k8__r2,gpt-4o,1,Guinea,Cote d'Ivoire,incompatible,ambiguous_true,8,0,2,21105,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k0__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,0,8,0,20952,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k0__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,0,8,1,21050,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k0__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,0,8,2,21148,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k1__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,1,7,0,21274,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k1__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,1,7,1,21372,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k1__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,1,7,2,21470,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k2__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,2,6,0,21596,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k2__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,2,6,1,21694,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k2__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,2,6,2,21792,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k3__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,3,5,0,21918,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k3__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,3,5,1,22016,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k3__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,3,5,2,22114,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k4__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,4,4,0,22240,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k4__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,4,4,1,22338,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k4__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,4,4,2,22436,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k5__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,5,3,0,22562,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k5__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,5,3,1,22660,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k5__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,5,3,2,22758,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k6__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,6,2,0,22884,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k6__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,6,2,1,22982,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k6__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,6,2,2,23080,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k7__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,7,1,0,23206,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k7__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,7,1,1,23304,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k7__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,7,1,2,23402,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k8__r0,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,8,0,0,23528,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k8__r1,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,8,0,1,23626,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__guinea__ambiguous_true__compatible__hungary__k8__r2,gpt-4o,1,Guinea,Hungary,compatible,ambiguous_true,8,0,2,23724,0,0,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k0__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,0,8,0,23571,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k0__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,0,8,1,23669,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k0__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,0,8,2,23767,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k1__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,1,7,0,23893,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k1__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,1,7,1,23991,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k1__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,1,7,2,24089,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k2__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,2,6,0,24215,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k2__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,2,6,1,24313,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k2__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,2,6,2,24411,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k3__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,3,5,0,24537,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k3__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,3,5,1,24635,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k3__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,3,5,2,24733,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k4__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,4,4,0,24859,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k4__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,4,4,1,24957,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k4__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,4,4,2,25055,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k5__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,5,3,0,25181,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k5__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,5,3,1,25279,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k5__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,5,3,2,25377,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k6__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,6,2,0,25503,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k6__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,6,2,1,25601,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k6__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,6,2,2,25699,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k7__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,7,1,0,25825,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k7__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,7,1,1,25923,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k7__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,7,1,2,26021,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k8__r0,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,8,0,0,26147,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k8__r1,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,8,0,1,26245,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__diagnostic_true__incompatible__chad__k8__r2,gpt-4o,1,Bahamas,Chad,incompatible,diagnostic_true,8,0,2,26343,41,2,3,4,6,1,"[""Bahamas""]",4.807354922057604
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k0__r0,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,0,8,0,26190,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k0__r1,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,0,8,1,26288,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k0__r2,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,0,8,2,26386,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k1__r0,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,1,7,0,26512,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k1__r1,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,1,7,1,26610,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k1__r2,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,1,7,2,26708,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k2__r0,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,2,6,0,26834,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k2__r1,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,2,6,1,26932,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
gpt-4o__m1__bahamas__ambiguous_true__incompatible__nigeria__k2__r2,gpt-4o,1,Bahamas,Nigeria,incompatible,ambiguous_true,2,6,2,27030,126,6,12,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918
