trial_id,model,m,private_evidence_strength,lure_relation,false_memory_count,truth_country,lure_country,choice_country,response_type_label,alignment_type_label,choice_crop_compatible,choice_social_feature_compatible,crop_compatible_country_count,crop_compatible_countries,reason,memory_lines
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r1,gpt-5.4,1,weak_private_evidence,incompatible,7,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r2,gpt-5.4,1,weak_private_evidence,incompatible,7,Czech Republic,Nigeria,Yemen,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r0,gpt-5.4,1,weak_private_evidence,incompatible,8,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r1,gpt-5.4,1,weak_private_evidence,incompatible,8,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r2,gpt-5.4,1,weak_private_evidence,incompatible,8,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k1__r0,gpt-5.4,1,strong_private_evidence,incompatible,1,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Guinea"", ""Gabon"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k6__r1,gpt-5.4,1,strong_private_evidence,incompatible,6,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Guinea"", ""Gabon"", ""Guinea"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k7__r0,gpt-5.4,1,strong_private_evidence,incompatible,7,Guinea,Gabon,Chad,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Gabon"", ""Guinea"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k7__r1,gpt-5.4,1,strong_private_evidence,incompatible,7,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Guinea"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k7__r2,gpt-5.4,1,strong_private_evidence,incompatible,7,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Guinea""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k8__r0,gpt-5.4,1,strong_private_evidence,incompatible,8,Guinea,Gabon,Chad,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k8__r1,gpt-5.4,1,strong_private_evidence,incompatible,8,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__diagnostic_true__incompatible__gabon__k8__r2,gpt-5.4,1,strong_private_evidence,incompatible,8,Guinea,Gabon,Belgium,Unsupported other,Other: incompatible,False,False,1,"[""Guinea""]",,"[""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon"", ""Gabon""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k1__r2,gpt-5.4,1,weak_private_evidence,incompatible,1,Guinea,Cote d'Ivoire,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k2__r0,gpt-5.4,1,weak_private_evidence,incompatible,2,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k2__r2,gpt-5.4,1,weak_private_evidence,incompatible,2,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k3__r0,gpt-5.4,1,weak_private_evidence,incompatible,3,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k3__r1,gpt-5.4,1,weak_private_evidence,incompatible,3,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k3__r2,gpt-5.4,1,weak_private_evidence,incompatible,3,Guinea,Cote d'Ivoire,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k4__r1,gpt-5.4,1,weak_private_evidence,incompatible,4,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k4__r2,gpt-5.4,1,weak_private_evidence,incompatible,4,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k5__r0,gpt-5.4,1,weak_private_evidence,incompatible,5,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k5__r1,gpt-5.4,1,weak_private_evidence,incompatible,5,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k5__r2,gpt-5.4,1,weak_private_evidence,incompatible,5,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Guinea"", ""Guinea"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r0,gpt-5.4,1,weak_private_evidence,incompatible,6,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r1,gpt-5.4,1,weak_private_evidence,incompatible,6,Guinea,Cote d'Ivoire,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k6__r2,gpt-5.4,1,weak_private_evidence,incompatible,6,Guinea,Cote d'Ivoire,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r0,gpt-5.4,1,weak_private_evidence,incompatible,7,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r1,gpt-5.4,1,weak_private_evidence,incompatible,7,Guinea,Cote d'Ivoire,Yemen,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k7__r2,gpt-5.4,1,weak_private_evidence,incompatible,7,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Guinea"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k8__r0,gpt-5.4,1,weak_private_evidence,incompatible,8,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__guinea__ambiguous_true__incompatible__cotedivoire__k8__r1,gpt-5.4,1,weak_private_evidence,incompatible,8,Guinea,Cote d'Ivoire,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire"", ""Cote d'Ivoire""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k1__r2,gpt-5.4,1,weak_private_evidence,incompatible,1,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Bahamas"", ""Bahamas"", ""Bahamas"", ""Bahamas"", ""Bahamas"", ""Bahamas"", ""Bahamas""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k5__r2,gpt-5.4,1,weak_private_evidence,incompatible,5,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Bahamas"", ""Bahamas"", ""Bahamas"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k6__r2,gpt-5.4,1,weak_private_evidence,incompatible,6,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Bahamas"", ""Nigeria"", ""Bahamas""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k7__r0,gpt-5.4,1,weak_private_evidence,incompatible,7,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Bahamas"", ""Nigeria""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k7__r1,gpt-5.4,1,weak_private_evidence,incompatible,7,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Bahamas"", ""Nigeria""]"
gpt-5.4__m1__bahamas__ambiguous_true__incompatible__nigeria__k8__r1,gpt-5.4,1,weak_private_evidence,incompatible,8,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m3__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r2,gpt-5.4,3,weak_private_evidence,incompatible,0,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]","The crop shows a plain horizontal red band, which is consistent with Austria's red-white-red horizontal tricolor.","[""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | The crop evidence points toward Czech Republic."", ""Czech Republic | The crop evidence points toward Czech Republic.""]"
gpt-5.4__m3__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r0,gpt-5.4,3,weak_private_evidence,incompatible,1,Czech Republic,Nigeria,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]","The visible crop is a solid red field, which matches one of the red vertical bands of Peru's red-white-red flag.","[""Czech Republic | The crop evidence points toward Czech Republic."", ""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands.""]"
gpt-5.4__m3__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r1,gpt-5.4,3,weak_private_evidence,incompatible,1,Czech Republic,Nigeria,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]","The crop shows a solid red vertical section, which is consistent with Peru's red-white-red flag when only one red band is visible.","[""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Czech Republic | The crop evidence points toward Czech Republic."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Czech Republic | The visible crop is most consistent with a blue hoist triangle with horizontal white-red bands."", ""Czech Republic | Czech Republic fits the visible colors and geometry best."", ""Czech Republic | I would choose Czech Republic; the crop supports a blue hoist triangle with horizontal white-red bands.""]"
