run_id,N,seed,seed_name,truth,accuracy,outcome,top_country,top_share,second_country,second_share,final_time,final_interactions_per_agent,substantial_countries,terminal_valid_count,terminal_invalid_count,stored_legacy_outcome,path
N16/all_gpt_4o/seed_0014,16,14,seed_0014,Bulgaria,1.0,correct_consensus,Bulgaria,1.0,Armenia,0.0,136,8.5,Bulgaria,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0014
N16/all_gpt_4o/seed_0015,16,15,seed_0015,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,264,16.5,Estonia,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0015
N16/all_gpt_4o/seed_0018,16,18,seed_0018,Cote d'Ivoire,0.125,fragmentation,Nigeria,0.8125,Cote d'Ivoire,0.125,384,24.0,Nigeria,16,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0018
N16/all_gpt_4o/seed_0020,16,20,seed_0020,Yemen,0.6875,polarization,Yemen,0.6875,Austria,0.3125,384,24.0,Yemen;Austria,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0020
N16/all_gpt_4o/seed_0023,16,23,seed_0023,Germany,1.0,correct_consensus,Germany,1.0,Armenia,0.0,216,13.5,Germany,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0023
N16/all_gpt_4o/seed_0024,16,24,seed_0024,Ukraine,0.125,wrong_consensus,Chad,0.875,Ukraine,0.125,384,24.0,Chad,16,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0024
N16/all_gpt_4o/seed_0027,16,27,seed_0027,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,104,6.5,Russia,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0027
N16/all_gpt_4o/seed_0032,16,32,seed_0032,Belgium,1.0,correct_consensus,Belgium,1.0,Armenia,0.0,352,22.0,Belgium,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0032
N16/all_gpt_4o/seed_0033,16,33,seed_0033,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,96,6.0,Nigeria,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0033
N16/all_gpt_4o/seed_0034,16,34,seed_0034,Mali,0.3125,polarization,Guinea,0.6875,Mali,0.3125,384,24.0,Guinea;Mali,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0034
N16/all_gpt_4o/seed_0035,16,35,seed_0035,Netherlands,0.0,polarization,Austria,0.5,Russia,0.4375,384,24.0,Austria;Russia,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0035
N16/all_gpt_4o/seed_0036,16,36,seed_0036,Guinea,0.5,polarization,Guinea,0.5,Mali,0.5,384,24.0,Guinea;Mali,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0036
N16/all_gpt_4o/seed_0037,16,37,seed_0037,Sierra Leone,0.0,polarization,Russia,0.75,Nigeria,0.25,384,24.0,Russia;Nigeria,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0037
N16/all_gpt_4o/seed_0038,16,38,seed_0038,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,232,14.5,Russia,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0038
N16/all_gpt_4o/seed_0039,16,39,seed_0039,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,104,6.5,Estonia,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0039
N16/all_gpt_4o/seed_0040,16,40,seed_0040,Lithuania,0.4375,polarization,Bulgaria,0.5,Lithuania,0.4375,384,24.0,Bulgaria;Lithuania,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0040
N16/all_gpt_4o/seed_0041,16,41,seed_0041,Ireland,0.125,fragmentation,Nigeria,0.6875,Cote d'Ivoire,0.1875,384,24.0,Nigeria,16,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0041
N16/all_gpt_4o/seed_0042,16,42,seed_0042,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,144,9.0,Russia,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0042
N16/all_gpt_4o/seed_0043,16,43,seed_0043,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,176,11.0,Austria,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0043
N16/all_gpt_4o/seed_0044,16,44,seed_0044,Italy,0.0,polarization,Nigeria,0.75,Peru,0.25,384,24.0,Nigeria;Peru,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0044
N16/all_gpt_4o/seed_0045,16,45,seed_0045,Gabon,0.75,fragmentation,Gabon,0.75,Nigeria,0.1875,384,24.0,Gabon,16,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0045
N16/all_gpt_4o/seed_0047,16,47,seed_0047,Hungary,0.0,polarization,Austria,0.625,Bulgaria,0.375,384,24.0,Austria;Bulgaria,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0047
N16/all_gpt_4o/seed_0048,16,48,seed_0048,Netherlands,0.0,polarization,Russia,0.5625,Austria,0.4375,384,24.0,Russia;Austria,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0048
N16/all_gpt_4o/seed_0049,16,49,seed_0049,Belgium,0.3125,polarization,Chad,0.6875,Belgium,0.3125,384,24.0,Chad;Belgium,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0049
N16/all_gpt_4o/seed_0050,16,50,seed_0050,Luxembourg,0.0,polarization,Austria,0.5,Ukraine,0.5,384,24.0,Austria;Ukraine,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0050
N16/all_gpt_4o/seed_0051,16,51,seed_0051,France,1.0,correct_consensus,France,1.0,Armenia,0.0,104,6.5,France,16,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0051
N16/all_gpt_4o/seed_0052,16,52,seed_0052,Gabon,0.1875,polarization,Ukraine,0.375,Lithuania,0.25,384,24.0,Ukraine;Lithuania,16,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N16/all_gpt_4o/seed_0052
N32/all_gpt_4o/seed_0001,32,1,seed_0001,Chad,1.0,correct_consensus,Chad,1.0,Armenia,0.0,544,17.0,Chad,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0001
N32/all_gpt_4o/seed_0002,32,2,seed_0002,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,288,9.0,Austria,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0002
N32/all_gpt_4o/seed_0003,32,3,seed_0003,France,0.65625,polarization,France,0.65625,Peru,0.34375,1024,32.0,France;Peru,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0003
N32/all_gpt_4o/seed_0004,32,4,seed_0004,France,1.0,correct_consensus,France,1.0,Armenia,0.0,1024,32.0,France,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0004
N32/all_gpt_4o/seed_0005,32,5,seed_0005,Peru,1.0,correct_consensus,Peru,1.0,Armenia,0.0,272,8.5,Peru,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0005
N32/all_gpt_4o/seed_0006,32,6,seed_0006,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,176,5.5,Nigeria,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0006
N32/all_gpt_4o/seed_0007,32,7,seed_0007,Guinea,0.34375,polarization,Mali,0.65625,Guinea,0.34375,1024,32.0,Mali;Guinea,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0007
N32/all_gpt_4o/seed_0008,32,8,seed_0008,France,0.59375,polarization,France,0.59375,Peru,0.40625,1024,32.0,France;Peru,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0008
N32/all_gpt_4o/seed_0009,32,9,seed_0009,Lithuania,0.5625,polarization,Lithuania,0.5625,Bulgaria,0.4375,1024,32.0,Lithuania;Bulgaria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0009
N32/all_gpt_4o/seed_0010,32,10,seed_0010,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,96,3.0,Nigeria,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0010
N32/all_gpt_4o/seed_0013,32,13,seed_0013,Gabon,0.34375,polarization,Ukraine,0.375,Gabon,0.34375,1024,32.0,Ukraine;Gabon,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0013
N32/all_gpt_4o/seed_0014,32,14,seed_0014,Bulgaria,0.625,polarization,Bulgaria,0.625,Hungary,0.375,1024,32.0,Bulgaria;Hungary,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0014
N32/all_gpt_4o/seed_0015,32,15,seed_0015,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,256,8.0,Estonia,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0015
N32/all_gpt_4o/seed_0018,32,18,seed_0018,Cote d'Ivoire,0.53125,polarization,Cote d'Ivoire,0.53125,Nigeria,0.46875,1024,32.0,Cote d'Ivoire;Nigeria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0018
N32/all_gpt_4o/seed_0020,32,20,seed_0020,Yemen,0.0,polarization,Estonia,0.53125,Austria,0.46875,1024,32.0,Estonia;Austria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0020
N32/all_gpt_4o/seed_0023,32,23,seed_0023,Germany,1.0,correct_consensus,Germany,1.0,Armenia,0.0,416,13.0,Germany,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0023
N32/all_gpt_4o/seed_0024,32,24,seed_0024,Ukraine,1.0,correct_consensus,Ukraine,1.0,Armenia,0.0,560,17.5,Ukraine,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0024
N32/all_gpt_4o/seed_0027,32,27,seed_0027,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,480,15.0,Russia,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0027
N32/all_gpt_4o/seed_0032,32,32,seed_0032,Belgium,0.9375,correct_consensus,Belgium,0.9375,Austria,0.0625,1024,32.0,Belgium,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0032
N32/all_gpt_4o/seed_0033,32,33,seed_0033,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,160,5.0,Nigeria,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0033
N32/all_gpt_4o/seed_0034,32,34,seed_0034,Mali,0.40625,polarization,Mali,0.40625,Austria,0.25,1024,32.0,Mali;Austria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0034
N32/all_gpt_4o/seed_0035,32,35,seed_0035,Netherlands,0.0,polarization,Russia,0.65625,Austria,0.34375,1024,32.0,Russia;Austria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0035
N32/all_gpt_4o/seed_0036,32,36,seed_0036,Guinea,1.0,correct_consensus,Guinea,1.0,Armenia,0.0,416,13.0,Guinea,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0036
N32/all_gpt_4o/seed_0037,32,37,seed_0037,Sierra Leone,0.0,polarization,Russia,0.625,Nigeria,0.3125,1024,32.0,Russia;Nigeria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0037
N32/all_gpt_4o/seed_0038,32,38,seed_0038,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,176,5.5,Russia,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0038
N32/all_gpt_4o/seed_0039,32,39,seed_0039,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,464,14.5,Estonia,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0039
N32/all_gpt_4o/seed_0040,32,40,seed_0040,Lithuania,0.4375,polarization,Bulgaria,0.5625,Lithuania,0.4375,1024,32.0,Bulgaria;Lithuania,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0040
N32/all_gpt_4o/seed_0041,32,41,seed_0041,Ireland,0.0,polarization,Cote d'Ivoire,0.53125,Nigeria,0.46875,1024,32.0,Cote d'Ivoire;Nigeria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0041
N32/all_gpt_4o/seed_0042,32,42,seed_0042,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,272,8.5,Russia,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0042
N32/all_gpt_4o/seed_0043,32,43,seed_0043,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,240,7.5,Austria,32,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0043
N32/all_gpt_4o/seed_0044,32,44,seed_0044,Italy,0.0,polarization,Nigeria,0.71875,Peru,0.28125,1024,32.0,Nigeria;Peru,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0044
N32/all_gpt_4o/seed_0045,32,45,seed_0045,Gabon,0.375,polarization,Gabon,0.375,Ukraine,0.375,1024,32.0,Gabon;Ukraine;Nigeria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0045
N32/all_gpt_4o/seed_0047,32,47,seed_0047,Hungary,0.0,polarization,Austria,0.46875,Bulgaria,0.40625,1024,32.0,Austria;Bulgaria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0047
N32/all_gpt_4o/seed_0048,32,48,seed_0048,Netherlands,0.0,polarization,Russia,0.46875,Austria,0.40625,1024,32.0,Russia;Austria,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0048
N32/all_gpt_4o/seed_0049,32,49,seed_0049,Belgium,0.53125,polarization,Belgium,0.53125,Chad,0.46875,1024,32.0,Belgium;Chad,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0049
N32/all_gpt_4o/seed_0050,32,50,seed_0050,Luxembourg,0.0,polarization,Austria,0.46875,Russia,0.40625,1024,32.0,Austria;Russia,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0050
N32/all_gpt_4o/seed_0051,32,51,seed_0051,France,0.78125,fragmentation,France,0.78125,Peru,0.21875,1024,32.0,France,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0051
N32/all_gpt_4o/seed_0052,32,52,seed_0052,Gabon,0.15625,fragmentation,Lithuania,0.3125,Ukraine,0.21875,1024,32.0,Lithuania,32,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N32/all_gpt_4o/seed_0052
N64/all_gpt_4o/seed_0001,64,1,seed_0001,Chad,1.0,correct_consensus,Chad,1.0,Armenia,0.0,1280,20.0,Chad,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0001
N64/all_gpt_4o/seed_0002,64,2,seed_0002,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,512,8.0,Austria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0002
N64/all_gpt_4o/seed_0003,64,3,seed_0003,France,0.609375,polarization,France,0.609375,Peru,0.390625,2048,32.0,France;Peru,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0003
N64/all_gpt_4o/seed_0004,64,4,seed_0004,France,0.890625,correct_consensus,France,0.890625,Peru,0.109375,2048,32.0,France,64,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0004
N64/all_gpt_4o/seed_0005,64,5,seed_0005,Peru,1.0,correct_consensus,Peru,1.0,Armenia,0.0,448,7.0,Peru,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0005
N64/all_gpt_4o/seed_0006,64,6,seed_0006,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,416,6.5,Nigeria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0006
N64/all_gpt_4o/seed_0007,64,7,seed_0007,Guinea,0.375,polarization,Mali,0.625,Guinea,0.375,2048,32.0,Mali;Guinea,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0007
N64/all_gpt_4o/seed_0008,64,8,seed_0008,France,0.578125,polarization,France,0.578125,Peru,0.421875,2048,32.0,France;Peru,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0008
N64/all_gpt_4o/seed_0009,64,9,seed_0009,Lithuania,0.609375,polarization,Lithuania,0.609375,Bulgaria,0.390625,2048,32.0,Lithuania;Bulgaria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0009
N64/all_gpt_4o/seed_0010,64,10,seed_0010,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,288,4.5,Nigeria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0010
N64/all_gpt_4o/seed_0013,64,13,seed_0013,Gabon,0.3125,polarization,Ukraine,0.609375,Gabon,0.3125,2048,32.0,Ukraine;Gabon,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0013
N64/all_gpt_4o/seed_0014,64,14,seed_0014,Bulgaria,1.0,correct_consensus,Bulgaria,1.0,Armenia,0.0,576,9.0,Bulgaria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0014
N64/all_gpt_4o/seed_0015,64,15,seed_0015,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,800,12.5,Estonia,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0015
N64/all_gpt_4o/seed_0018,64,18,seed_0018,Cote d'Ivoire,0.546875,polarization,Cote d'Ivoire,0.546875,Nigeria,0.453125,2048,32.0,Cote d'Ivoire;Nigeria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0018
N64/all_gpt_4o/seed_0020,64,20,seed_0020,Yemen,0.078125,wrong_consensus,Austria,0.921875,Yemen,0.078125,2048,32.0,Austria,64,0,wrong_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0020
N64/all_gpt_4o/seed_0023,64,23,seed_0023,Germany,1.0,correct_consensus,Germany,1.0,Armenia,0.0,1248,19.5,Germany,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0023
N64/all_gpt_4o/seed_0024,64,24,seed_0024,Ukraine,0.09375,wrong_consensus,Chad,0.90625,Ukraine,0.09375,2048,32.0,Chad,64,0,wrong_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0024
N64/all_gpt_4o/seed_0027,64,27,seed_0027,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,1344,21.0,Russia,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0027
N64/all_gpt_4o/seed_0032,64,32,seed_0032,Belgium,0.734375,polarization,Belgium,0.734375,Chad,0.265625,2048,32.0,Belgium;Chad,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0032
N64/all_gpt_4o/seed_0033,64,33,seed_0033,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,224,3.5,Nigeria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0033
N64/all_gpt_4o/seed_0034,64,34,seed_0034,Mali,0.8125,fragmentation,Mali,0.8125,Guinea,0.1875,2048,32.0,Mali,64,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0034
N64/all_gpt_4o/seed_0035,64,35,seed_0035,Netherlands,0.0,polarization,Russia,0.53125,Austria,0.46875,2048,32.0,Russia;Austria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0035
