run_id,N,seed,agent_id,truth,rival,rival_source,context_id,top,left,height,width,B_valid,truth_count,rival_count,outcome
N32/all_gpt_4o/seed_0044,32,44,30,Italy,Nigeria,final_endpoint,36969faf68ad517f3db8,0,18,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0044,32,44,31,Italy,Nigeria,final_endpoint,a89c28027fad3b03ee8c,4,10,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,0,Gabon,Ukraine,final_endpoint,492a9f33c4854f516d58,5,11,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,1,Gabon,Ukraine,final_endpoint,24f80da10cf17349ee9a,6,10,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,2,Gabon,Ukraine,final_endpoint,cea8613d18954139065d,3,8,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,3,Gabon,Ukraine,final_endpoint,7ce7f9de155a5ae5a417,1,1,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,4,Gabon,Ukraine,final_endpoint,96ec9c2fac53a4c40f7b,4,1,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,5,Gabon,Ukraine,final_endpoint,ac3d9f12208d1c522259,4,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,6,Gabon,Ukraine,final_endpoint,4f46c36e5be47fc0baf2,0,5,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,7,Gabon,Ukraine,final_endpoint,1d55dd5f5e3090a2177c,0,18,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,8,Gabon,Ukraine,final_endpoint,4b616956c870ab0549de,6,9,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,9,Gabon,Ukraine,final_endpoint,874e75efa6703def861d,0,2,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,10,Gabon,Ukraine,final_endpoint,1b782225194e481b0d32,1,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,11,Gabon,Ukraine,final_endpoint,8ec1c24f92198fa281a1,3,15,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,12,Gabon,Ukraine,final_endpoint,2140bbb9ae752748afea,10,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,13,Gabon,Ukraine,final_endpoint,33a1487d6073744678ee,1,11,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,14,Gabon,Ukraine,final_endpoint,04f0f51e5a039fb344d1,4,3,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,15,Gabon,Ukraine,final_endpoint,001ef775056d32142609,11,9,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,16,Gabon,Ukraine,final_endpoint,86709fbbb7f722b423c9,10,0,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,17,Gabon,Ukraine,final_endpoint,8081395e0167e4f5436b,8,14,4,6,50,18,32,polarization
N32/all_gpt_4o/seed_0045,32,45,18,Gabon,Ukraine,final_endpoint,ed4881a576cdefd4590f,0,9,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,19,Gabon,Ukraine,final_endpoint,7698be9f58841e7dc550,8,7,4,6,50,16,34,polarization
N32/all_gpt_4o/seed_0045,32,45,20,Gabon,Ukraine,final_endpoint,c2135080304dcc028317,0,17,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,21,Gabon,Ukraine,final_endpoint,27c5e70e79b566b3acfa,1,15,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,22,Gabon,Ukraine,final_endpoint,ce0547638f12ff660d0f,3,12,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,23,Gabon,Ukraine,final_endpoint,16fd45f9528ed76579a9,10,13,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,24,Gabon,Ukraine,final_endpoint,b41e1cfc6a9c9c397959,9,17,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,25,Gabon,Ukraine,final_endpoint,d8d3fe97151ad95cf0d9,2,1,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,26,Gabon,Ukraine,final_endpoint,1e8fae2741f768105dde,2,16,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,27,Gabon,Ukraine,final_endpoint,fe0932412e7b6f5b4e55,11,8,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,28,Gabon,Ukraine,final_endpoint,671c6beb97e3df278a00,10,4,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,29,Gabon,Ukraine,final_endpoint,e18bdfce07953d3e2978,9,12,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0045,32,45,30,Gabon,Ukraine,final_endpoint,2e517e974773b595a15f,5,14,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0045,32,45,31,Gabon,Ukraine,final_endpoint,d3c514ef28faa9dc1d3d,1,0,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,0,Hungary,Austria,final_endpoint,4330845e453ec43baff8,0,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,1,Hungary,Austria,final_endpoint,b38163ba8b9e5e86b0d9,5,15,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,2,Hungary,Austria,final_endpoint,700b66795568a5cdfa04,7,8,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,3,Hungary,Austria,final_endpoint,2a0e8ed25d294364a31a,6,2,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,4,Hungary,Austria,final_endpoint,451d7676f6a68ab56337,7,13,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,5,Hungary,Austria,final_endpoint,32b30592e77c3e52e476,4,11,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,6,Hungary,Austria,final_endpoint,88dc226c5e98ffd89e37,3,8,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,7,Hungary,Austria,final_endpoint,0961aef3bc915d8822a1,6,17,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,8,Hungary,Austria,final_endpoint,166dda77c8f4e26b2faf,5,3,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,9,Hungary,Austria,final_endpoint,99b8daaa7ee83545b227,5,5,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,10,Hungary,Austria,final_endpoint,8b08f00724a1cc107a7e,8,5,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,11,Hungary,Austria,final_endpoint,244ee46b84e3c43e452e,0,10,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,12,Hungary,Austria,final_endpoint,c18f7cdbeb4e559ae04d,10,13,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,13,Hungary,Austria,final_endpoint,74e6279c05acad58260b,5,12,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,14,Hungary,Austria,final_endpoint,2062550e9a5bbcfd80fe,8,16,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,15,Hungary,Austria,final_endpoint,ccc21a49e5df2dac3c2d,0,6,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,16,Hungary,Austria,final_endpoint,f5ba4fb7305283070d02,1,7,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,17,Hungary,Austria,final_endpoint,199de272c3a6073e9cd7,0,0,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,18,Hungary,Austria,final_endpoint,458f233e06f68b3a858f,3,10,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,19,Hungary,Austria,final_endpoint,1dbe9078a7abe862e14e,10,12,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,20,Hungary,Austria,final_endpoint,e2ee92bcf09d3c5c3ee9,6,9,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,21,Hungary,Austria,final_endpoint,a41422fe2013c1c536ca,9,14,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,22,Hungary,Austria,final_endpoint,bb24a111c07f3dd20c82,7,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,23,Hungary,Austria,final_endpoint,98b3fb78c0ef27a37c2e,0,2,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,24,Hungary,Austria,final_endpoint,9c80af9d06f052643240,10,18,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,25,Hungary,Austria,final_endpoint,41cd7f307c9ca3ff4623,4,4,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,26,Hungary,Austria,final_endpoint,d0762027b8c0fc0fcc3b,7,12,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,27,Hungary,Austria,final_endpoint,073550371cc490ed1985,5,14,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,28,Hungary,Austria,final_endpoint,698a7ff7919987d89db5,3,1,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,29,Hungary,Austria,final_endpoint,c4726b3a1d6441c22cfc,3,3,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0047,32,47,30,Hungary,Austria,final_endpoint,9af575fefba535b59b46,7,0,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0047,32,47,31,Hungary,Austria,final_endpoint,f0a8c84c1d5e099da204,12,11,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0048,32,48,0,Netherlands,Russia,final_endpoint,9547dcaed2b9bbf974f2,4,4,4,6,50,25,25,polarization
N32/all_gpt_4o/seed_0048,32,48,1,Netherlands,Russia,final_endpoint,5e75ccac012f3392c3c8,1,14,4,6,50,8,42,polarization
N32/all_gpt_4o/seed_0048,32,48,2,Netherlands,Russia,final_endpoint,4eaafbed308a609e50e1,7,9,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,3,Netherlands,Russia,final_endpoint,243f04a4bc2e33951a97,9,11,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,4,Netherlands,Russia,final_endpoint,f7ce0aa75806ef0fc755,7,3,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,5,Netherlands,Russia,final_endpoint,979872a3ea990b8ee166,4,1,4,6,50,15,35,polarization
N32/all_gpt_4o/seed_0048,32,48,6,Netherlands,Russia,final_endpoint,36f4119bf6a9fd7ee043,10,13,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,7,Netherlands,Russia,final_endpoint,2073f0dbfcf8438ffaf3,6,15,4,6,50,3,47,polarization
N32/all_gpt_4o/seed_0048,32,48,8,Netherlands,Russia,final_endpoint,65c199236a867d93a714,2,11,4,6,50,2,48,polarization
N32/all_gpt_4o/seed_0048,32,48,9,Netherlands,Russia,final_endpoint,513ba13f04a241fe7b03,12,15,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,10,Netherlands,Russia,final_endpoint,569ab3034ff2d3d5b127,10,5,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,11,Netherlands,Russia,final_endpoint,7acb94670a2e8a18649c,5,16,4,6,50,1,49,polarization
N32/all_gpt_4o/seed_0048,32,48,12,Netherlands,Russia,final_endpoint,3bf5f95bdbd1f4cbc51e,2,4,4,6,50,1,49,polarization
N32/all_gpt_4o/seed_0048,32,48,13,Netherlands,Russia,final_endpoint,041beae6e988fc333485,2,1,4,6,50,6,44,polarization
N32/all_gpt_4o/seed_0048,32,48,14,Netherlands,Russia,final_endpoint,48f6912eee046ae998af,10,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,15,Netherlands,Russia,final_endpoint,31935ff110fddd90888f,11,14,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,16,Netherlands,Russia,final_endpoint,e2fa9cbf03ce3d4a22bf,8,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,17,Netherlands,Russia,final_endpoint,083923192996f4068178,1,8,4,6,50,6,44,polarization
N32/all_gpt_4o/seed_0048,32,48,18,Netherlands,Russia,final_endpoint,88cba4eecdb78dc5bf5c,6,12,4,6,50,4,46,polarization
N32/all_gpt_4o/seed_0048,32,48,19,Netherlands,Russia,final_endpoint,b4c9b0a0d8e6acc7f839,8,14,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,20,Netherlands,Russia,final_endpoint,a4948b5d222a75ca1100,2,18,4,6,50,2,48,polarization
N32/all_gpt_4o/seed_0048,32,48,21,Netherlands,Russia,final_endpoint,0f2e27b2b3034436eb66,2,17,4,6,50,1,49,polarization
N32/all_gpt_4o/seed_0048,32,48,22,Netherlands,Russia,final_endpoint,ccf535694842d83c6428,12,8,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,23,Netherlands,Russia,final_endpoint,c0a2c24e2d3de14ea8f9,6,16,4,6,50,7,43,polarization
N32/all_gpt_4o/seed_0048,32,48,24,Netherlands,Russia,final_endpoint,8b982fcb3d64b1805187,12,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,25,Netherlands,Russia,final_endpoint,73a24c6b290b65d7a89e,11,8,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,26,Netherlands,Russia,final_endpoint,4ef0dd086e07a6e1b53e,12,3,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,27,Netherlands,Russia,final_endpoint,178f0ad2c4d9efb3c611,12,5,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,28,Netherlands,Russia,final_endpoint,76cd4d8667aa446c81f3,6,6,4,6,50,3,47,polarization
N32/all_gpt_4o/seed_0048,32,48,29,Netherlands,Russia,final_endpoint,a2f29161f8c2e2ed5d78,11,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0048,32,48,30,Netherlands,Russia,final_endpoint,b93556edb9e37c571e60,0,7,4,6,50,9,41,polarization
N32/all_gpt_4o/seed_0048,32,48,31,Netherlands,Russia,final_endpoint,0c5150abb5914c0b6cc8,0,18,4,6,50,4,46,polarization
N32/all_gpt_4o/seed_0049,32,49,0,Belgium,Chad,final_endpoint,792d4445159b81de1adf,4,12,4,6,50,23,27,polarization
N32/all_gpt_4o/seed_0049,32,49,1,Belgium,Chad,final_endpoint,ad7c7fa40cbfeb387b54,5,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,2,Belgium,Chad,final_endpoint,a266d7ff14601b47c707,12,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,3,Belgium,Chad,final_endpoint,81f5f77d709657823034,1,9,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,4,Belgium,Chad,final_endpoint,cb7afe09b1f4297e1153,4,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,5,Belgium,Chad,final_endpoint,1cd209830b59cfaa3534,10,2,4,6,50,48,2,polarization
N32/all_gpt_4o/seed_0049,32,49,6,Belgium,Chad,final_endpoint,2c07f9efc0d16d6e89a2,7,8,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,7,Belgium,Chad,final_endpoint,92b8b92a043cddbd6837,6,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,8,Belgium,Chad,final_endpoint,2a4bea340f095d3a29a2,10,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,9,Belgium,Chad,final_endpoint,b2fa8964ed4cc0b5d556,0,12,4,6,50,30,20,polarization
N32/all_gpt_4o/seed_0049,32,49,10,Belgium,Chad,final_endpoint,b93d97bbd94f8be22e03,9,3,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,11,Belgium,Chad,final_endpoint,d1b0a50b5b6f19792d60,0,11,4,6,50,49,1,polarization
N32/all_gpt_4o/seed_0049,32,49,12,Belgium,Chad,final_endpoint,454d6d73a711496a9e03,10,4,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,13,Belgium,Chad,final_endpoint,c7337cd5c3adee3fb135,9,17,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,14,Belgium,Chad,final_endpoint,02c25a084dc21303bc11,3,13,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,15,Belgium,Chad,final_endpoint,f0f48ee57f006ebf619f,2,1,4,6,50,49,1,polarization
N32/all_gpt_4o/seed_0049,32,49,16,Belgium,Chad,final_endpoint,ddc1dcc7d919b089575f,6,2,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,17,Belgium,Chad,final_endpoint,8496e3fe4a27d7a9087d,9,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,18,Belgium,Chad,final_endpoint,b7131791ad3e33c76cf0,12,7,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,19,Belgium,Chad,final_endpoint,4df61ff0933aeac25915,8,9,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,20,Belgium,Chad,final_endpoint,a99c5b7458e381c20123,7,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,21,Belgium,Chad,final_endpoint,4349e99fd5f562778f5b,6,15,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,22,Belgium,Chad,final_endpoint,2cb41ebfa5adf4ed2454,2,18,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,23,Belgium,Chad,final_endpoint,7064ffb752cd497b44db,11,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,24,Belgium,Chad,final_endpoint,dee9c6b39a1d9f311b86,8,2,4,6,50,49,1,polarization
N32/all_gpt_4o/seed_0049,32,49,25,Belgium,Chad,final_endpoint,5c645fe5ec1a60553152,3,16,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0049,32,49,26,Belgium,Chad,final_endpoint,78fed2b0cf1407e52240,7,13,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,27,Belgium,Chad,final_endpoint,fb8a75611ee7b12ad3a6,5,0,4,6,50,49,1,polarization
N32/all_gpt_4o/seed_0049,32,49,28,Belgium,Chad,final_endpoint,458e8ee3a183b9d2ba19,5,7,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,29,Belgium,Chad,final_endpoint,a3db8eeeae51181c4d87,0,7,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,30,Belgium,Chad,final_endpoint,24ec3db73130ecd765a2,3,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0049,32,49,31,Belgium,Chad,final_endpoint,3e4f8a3e6c07b59fb0b1,9,14,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,0,Luxembourg,Austria,final_endpoint,fe24c95dbbf9e809c028,11,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,1,Luxembourg,Austria,final_endpoint,e25f3c37480ccfbbc91b,3,11,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,2,Luxembourg,Austria,final_endpoint,0f1a01dbb7d0278b701d,4,17,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,3,Luxembourg,Austria,final_endpoint,945c2f6cd0fa9aaee9aa,8,11,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,4,Luxembourg,Austria,final_endpoint,86a49db8521f9c3f943f,12,0,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,5,Luxembourg,Austria,final_endpoint,7247806d2f3b3491a984,3,5,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,6,Luxembourg,Austria,final_endpoint,2772e0df4fb94c82f71e,9,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,7,Luxembourg,Austria,final_endpoint,dea12e14fa8c64f272e2,6,7,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,8,Luxembourg,Austria,final_endpoint,f99821b15330d74a3a6c,10,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,9,Luxembourg,Austria,final_endpoint,a823d13ad6cc04b864a5,4,8,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,10,Luxembourg,Austria,final_endpoint,90d61da8c86faf770462,1,2,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,11,Luxembourg,Austria,final_endpoint,5591401c89c4a4a3e5fa,7,4,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,12,Luxembourg,Austria,final_endpoint,3549ddadd644ebf769ec,4,5,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,13,Luxembourg,Austria,final_endpoint,5a7ac8930ce8e4c0ef62,3,0,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,14,Luxembourg,Austria,final_endpoint,437ee745faa12f5bdb66,9,2,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,15,Luxembourg,Austria,final_endpoint,9dd268fc27d61ea8379e,7,9,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,16,Luxembourg,Austria,final_endpoint,9e6dbd256debcb6dbb0f,12,8,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,17,Luxembourg,Austria,final_endpoint,afbd3031e9459f7bd8d8,2,1,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,18,Luxembourg,Austria,final_endpoint,488ee8e0842aa5b497e6,4,12,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,19,Luxembourg,Austria,final_endpoint,9e840531f7d6f44247f6,11,2,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,20,Luxembourg,Austria,final_endpoint,dcafc4927ccbfb4615c4,1,6,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,21,Luxembourg,Austria,final_endpoint,30facf0ea00f695907f5,12,14,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,22,Luxembourg,Austria,final_endpoint,22bcaf68c30a15c2598d,12,6,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,23,Luxembourg,Austria,final_endpoint,017bfa55cafe67c16ca6,2,18,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,24,Luxembourg,Austria,final_endpoint,84755b46878ee35e1466,2,10,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,25,Luxembourg,Austria,final_endpoint,a1b057ccffe752c7213f,0,17,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,26,Luxembourg,Austria,final_endpoint,4ef5e13cb60a8ed3641b,12,9,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,27,Luxembourg,Austria,final_endpoint,a38ad2f4fb2c6f24a055,8,2,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,28,Luxembourg,Austria,final_endpoint,ab1f7f26b465617ad843,8,3,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,29,Luxembourg,Austria,final_endpoint,20ee5ede7ea06943a934,5,14,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0050,32,50,30,Luxembourg,Austria,final_endpoint,c6927ad610c52a8caae6,8,10,4,6,50,50,0,polarization
N32/all_gpt_4o/seed_0050,32,50,31,Luxembourg,Austria,final_endpoint,418861c31adaaab31d0b,1,3,4,6,50,0,50,polarization
N32/all_gpt_4o/seed_0051,32,51,0,France,Peru,final_endpoint,9e5637dff134dd87db83,11,5,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,1,France,Peru,final_endpoint,68afb097bb179cd99e96,6,14,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,2,France,Peru,final_endpoint,5f33321f655024393547,7,8,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,3,France,Peru,final_endpoint,789e8983da9223e9a53a,2,3,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,4,France,Peru,final_endpoint,524adad388aeead060ba,3,5,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,5,France,Peru,final_endpoint,f6d32e78faa5bc62d4a5,11,1,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,6,France,Peru,final_endpoint,57cbca462c83416d2bec,3,2,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,7,France,Peru,final_endpoint,6d4d09e12d985c4310b5,11,4,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,8,France,Peru,final_endpoint,748c59bea50a791bc7de,12,16,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,9,France,Peru,final_endpoint,5f5d81c57d1823042820,3,8,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,10,France,Peru,final_endpoint,a41d393b06ae3646127b,11,13,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,11,France,Peru,final_endpoint,e41adecb6f5492e16973,5,6,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,12,France,Peru,final_endpoint,b1a026bb20c1386ca4f2,7,7,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,13,France,Peru,final_endpoint,187d549340fed77dadb0,6,4,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,14,France,Peru,final_endpoint,df2676d5457207c45226,9,16,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,15,France,Peru,final_endpoint,ee7aad082a833e10c490,9,7,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,16,France,Peru,final_endpoint,3f556c0303332fecdb35,12,6,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,17,France,Peru,final_endpoint,ea9d45b5d107f378a549,7,1,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,18,France,Peru,final_endpoint,a38739af1808d912a7ef,8,9,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,19,France,Peru,final_endpoint,dffde7b0df38411f1544,4,11,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,20,France,Peru,final_endpoint,6522308e66c74787dbc0,7,17,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,21,France,Peru,final_endpoint,aa6803912f72095e6162,8,17,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,22,France,Peru,final_endpoint,f72a60f787cd783baafd,4,16,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,23,France,Peru,final_endpoint,98f853f03560b11f5c0f,5,4,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,24,France,Peru,final_endpoint,4db4d1f2a982579343ab,3,14,4,6,50,0,50,fragmentation
N32/all_gpt_4o/seed_0051,32,51,25,France,Peru,final_endpoint,15fff03b8b1725ce3e53,5,8,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,26,France,Peru,final_endpoint,500a5444a01854703339,12,3,4,6,50,50,0,fragmentation
N32/all_gpt_4o/seed_0051,32,51,27,France,Peru,final_endpoint,f6a9d1fe79e335074470,0,1,4,6,50,50,0,fragmentation
