pair_id,model,m,backend,truth_country,choice_country,reason,valid,correct,choice_crop_compatible,error,crop_path,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits,crop_informativeness_label,allowed_countries,country_pool,image_detail,temperature,top_p,max_tokens,seed
peru__idx025__t01_l06_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical red band next to a white band, matching the left and center portions of Peru's red-white-red flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx025__t01_l06_h04_w06.png,25,1,6,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Sudan"", ""Guinea"", ""Germany"", ""Ukraine"", ""Ireland"", ""Italy"", ""Armenia"", ""Austria"", ""Chad"", ""Bulgaria"", ""Estonia"", ""Sierra Leone"", ""Gabon"", ""Russia"", ""Hungary"", ""Palestine"", ""Peru"", ""France"", ""Mali"", ""Luxembourg"", ""Nigeria"", ""Yemen"", ""Belgium"", ""Bahamas"", ""Cote d'Ivoire"", ""Czech Republic"", ""Lithuania"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1000783231
peru__idx067__t03_l10_h04_w06,gpt-4o,3,openai,Peru,Nigeria,"The flag crop shows a vertical green stripe, which is part of Nigeria's flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx067__t03_l10_h04_w06.png,67,3,10,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Italy"", ""Hungary"", ""Yemen"", ""Gabon"", ""Peru"", ""Lithuania"", ""Armenia"", ""Russia"", ""Ukraine"", ""Bulgaria"", ""Nigeria"", ""Luxembourg"", ""Estonia"", ""Sudan"", ""Ireland"", ""Netherlands"", ""Cote d'Ivoire"", ""France"", ""Czech Republic"", ""Mali"", ""Guinea"", ""Bahamas"", ""Germany"", ""Sierra Leone"", ""Austria"", ""Belgium"", ""Chad"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1072677017
peru__idx067__t03_l10_h04_w06,gpt-5.4,3,openai,Peru,Russia,"The crop shows a plain white horizontal band at the top, which best matches the top stripe of Russia's white-blue-red flag among the allowed options.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx067__t03_l10_h04_w06.png,67,3,10,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Italy"", ""Hungary"", ""Yemen"", ""Gabon"", ""Peru"", ""Lithuania"", ""Armenia"", ""Russia"", ""Ukraine"", ""Bulgaria"", ""Nigeria"", ""Luxembourg"", ""Estonia"", ""Sudan"", ""Ireland"", ""Netherlands"", ""Cote d'Ivoire"", ""France"", ""Czech Republic"", ""Mali"", ""Guinea"", ""Bahamas"", ""Germany"", ""Sierra Leone"", ""Austria"", ""Belgium"", ""Chad"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1072677017
peru__idx079__t04_l03_h04_w06,gpt-4o,3,openai,Peru,Austria,The flag has a red and white color scheme similar to Austria's flag.,True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx079__t04_l03_h04_w06.png,79,4,3,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Estonia"", ""Russia"", ""Hungary"", ""Austria"", ""Sudan"", ""Italy"", ""Peru"", ""Palestine"", ""Ireland"", ""Sierra Leone"", ""Gabon"", ""Bulgaria"", ""Ukraine"", ""Luxembourg"", ""Armenia"", ""Cote d'Ivoire"", ""Guinea"", ""Lithuania"", ""Germany"", ""Mali"", ""Bahamas"", ""Netherlands"", ""Yemen"", ""Chad"", ""France"", ""Nigeria"", ""Belgium"", ""Czech Republic""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,962033051
peru__idx079__t04_l03_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical red-white-red tricolor, which matches Peru among the allowed countries.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx079__t04_l03_h04_w06.png,79,4,3,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Estonia"", ""Russia"", ""Hungary"", ""Austria"", ""Sudan"", ""Italy"", ""Peru"", ""Palestine"", ""Ireland"", ""Sierra Leone"", ""Gabon"", ""Bulgaria"", ""Ukraine"", ""Luxembourg"", ""Armenia"", ""Cote d'Ivoire"", ""Guinea"", ""Lithuania"", ""Germany"", ""Mali"", ""Bahamas"", ""Netherlands"", ""Yemen"", ""Chad"", ""France"", ""Nigeria"", ""Belgium"", ""Czech Republic""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,962033051
peru__idx091__t04_l15_h04_w06,gpt-4o,3,openai,Peru,Austria,The flag has a red and white vertical stripe pattern similar to Austria's flag.,True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx091__t04_l15_h04_w06.png,91,4,15,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Yemen"", ""Chad"", ""Italy"", ""Bahamas"", ""Russia"", ""Palestine"", ""Estonia"", ""Czech Republic"", ""Sierra Leone"", ""Peru"", ""Lithuania"", ""Nigeria"", ""Luxembourg"", ""Netherlands"", ""Gabon"", ""Cote d'Ivoire"", ""Belgium"", ""Hungary"", ""Austria"", ""Germany"", ""Armenia"", ""France"", ""Ukraine"", ""Sudan"", ""Guinea"", ""Mali"", ""Bulgaria"", ""Ireland""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1473616746
peru__idx091__t04_l15_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical white band next to a red field, matching Peru's red-white-red vertical tricolor.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx091__t04_l15_h04_w06.png,91,4,15,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Yemen"", ""Chad"", ""Italy"", ""Bahamas"", ""Russia"", ""Palestine"", ""Estonia"", ""Czech Republic"", ""Sierra Leone"", ""Peru"", ""Lithuania"", ""Nigeria"", ""Luxembourg"", ""Netherlands"", ""Gabon"", ""Cote d'Ivoire"", ""Belgium"", ""Hungary"", ""Austria"", ""Germany"", ""Armenia"", ""France"", ""Ukraine"", ""Sudan"", ""Guinea"", ""Mali"", ""Bulgaria"", ""Ireland""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1473616746
peru__idx121__t06_l07_h04_w06,gpt-4o,3,openai,Peru,Peru,"The flag has a vertical red stripe on the left side, similar to Peru's flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx121__t06_l07_h04_w06.png,121,6,7,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Estonia"", ""Luxembourg"", ""Austria"", ""Yemen"", ""Bulgaria"", ""Nigeria"", ""Bahamas"", ""Sierra Leone"", ""Lithuania"", ""Guinea"", ""Mali"", ""Ukraine"", ""Ireland"", ""Peru"", ""Chad"", ""Czech Republic"", ""Palestine"", ""Netherlands"", ""Italy"", ""Cote d'Ivoire"", ""Armenia"", ""Russia"", ""Gabon"", ""France"", ""Belgium"", ""Hungary"", ""Germany"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1952702119
peru__idx121__t06_l07_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical red band on the left next to a white band, matching Peru's red-white-red vertical tricolor.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx121__t06_l07_h04_w06.png,121,6,7,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Estonia"", ""Luxembourg"", ""Austria"", ""Yemen"", ""Bulgaria"", ""Nigeria"", ""Bahamas"", ""Sierra Leone"", ""Lithuania"", ""Guinea"", ""Mali"", ""Ukraine"", ""Ireland"", ""Peru"", ""Chad"", ""Czech Republic"", ""Palestine"", ""Netherlands"", ""Italy"", ""Cote d'Ivoire"", ""Armenia"", ""Russia"", ""Gabon"", ""France"", ""Belgium"", ""Hungary"", ""Germany"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1952702119
peru__idx242__t12_l14_h04_w06,gpt-4o,3,openai,Peru,Peru,The flag has vertical stripes of white and red.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx242__t12_l14_h04_w06.png,242,12,14,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Russia"", ""Luxembourg"", ""Germany"", ""Italy"", ""Hungary"", ""Cote d'Ivoire"", ""Czech Republic"", ""Peru"", ""Gabon"", ""Ukraine"", ""Belgium"", ""Netherlands"", ""Mali"", ""Lithuania"", ""Bahamas"", ""Yemen"", ""Palestine"", ""Ireland"", ""Chad"", ""Sudan"", ""Estonia"", ""Sierra Leone"", ""Armenia"", ""Austria"", ""France"", ""Nigeria"", ""Bulgaria"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,853551970
peru__idx242__t12_l14_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical white band next to a vertical red band, matching Peru's red-white-red flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx242__t12_l14_h04_w06.png,242,12,14,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Russia"", ""Luxembourg"", ""Germany"", ""Italy"", ""Hungary"", ""Cote d'Ivoire"", ""Czech Republic"", ""Peru"", ""Gabon"", ""Ukraine"", ""Belgium"", ""Netherlands"", ""Mali"", ""Lithuania"", ""Bahamas"", ""Yemen"", ""Palestine"", ""Ireland"", ""Chad"", ""Sudan"", ""Estonia"", ""Sierra Leone"", ""Armenia"", ""Austria"", ""France"", ""Nigeria"", ""Bulgaria"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,853551970
armenia__idx065__t03_l08_h04_w06,gpt-4o,3,openai,Armenia,Czech Republic,The flag has a red and blue horizontal stripe pattern similar to the Czech Republic's flag.,True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx065__t03_l08_h04_w06.png,65,3,8,4,6,1,"[""Armenia""]",4.807354922057604,unique,"[""Cote d'Ivoire"", ""Hungary"", ""Bulgaria"", ""Mali"", ""Palestine"", ""Peru"", ""Nigeria"", ""Guinea"", ""Lithuania"", ""Russia"", ""Ireland"", ""Austria"", ""Estonia"", ""Italy"", ""France"", ""Ukraine"", ""Chad"", ""Yemen"", ""Belgium"", ""Czech Republic"", ""Sierra Leone"", ""Germany"", ""Luxembourg"", ""Bahamas"", ""Armenia"", ""Netherlands"", ""Gabon"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1117575288
armenia__idx065__t03_l08_h04_w06,gpt-5.4,3,openai,Armenia,Armenia,"The flag shown is a horizontal tricolor with red on top and blue in the middle, matching Armenia's red-blue-orange design.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx065__t03_l08_h04_w06.png,65,3,8,4,6,1,"[""Armenia""]",4.807354922057604,unique,"[""Cote d'Ivoire"", ""Hungary"", ""Bulgaria"", ""Mali"", ""Palestine"", ""Peru"", ""Nigeria"", ""Guinea"", ""Lithuania"", ""Russia"", ""Ireland"", ""Austria"", ""Estonia"", ""Italy"", ""France"", ""Ukraine"", ""Chad"", ""Yemen"", ""Belgium"", ""Czech Republic"", ""Sierra Leone"", ""Germany"", ""Luxembourg"", ""Bahamas"", ""Armenia"", ""Netherlands"", ""Gabon"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1117575288
armenia__idx116__t06_l02_h04_w06,gpt-4o,3,openai,Armenia,Ukraine,"The flag of Ukraine has a blue stripe, which matches the crop.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx116__t06_l02_h04_w06.png,116,6,2,4,6,10,"[""Armenia"", ""Chad"", ""Estonia"", ""France"", ""Gabon"", ""Netherlands"", ""Russia"", ""Sierra Leone"", ""Ukraine"", ""Czech Republic""]",1.4854268271702418,ambiguous,"[""Sierra Leone"", ""Italy"", ""Bulgaria"", ""Gabon"", ""Ukraine"", ""Sudan"", ""Lithuania"", ""Belgium"", ""Armenia"", ""Netherlands"", ""Germany"", ""Guinea"", ""Peru"", ""Luxembourg"", ""Russia"", ""Hungary"", ""Bahamas"", ""Cote d'Ivoire"", ""Mali"", ""Nigeria"", ""France"", ""Estonia"", ""Czech Republic"", ""Chad"", ""Palestine"", ""Austria"", ""Ireland"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1413981305
armenia__idx116__t06_l02_h04_w06,gpt-5.4,3,openai,Armenia,Ukraine,"The crop shows a simple horizontal bicolor with blue over yellow, which matches the flag of Ukraine.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx116__t06_l02_h04_w06.png,116,6,2,4,6,10,"[""Armenia"", ""Chad"", ""Estonia"", ""France"", ""Gabon"", ""Netherlands"", ""Russia"", ""Sierra Leone"", ""Ukraine"", ""Czech Republic""]",1.4854268271702418,ambiguous,"[""Sierra Leone"", ""Italy"", ""Bulgaria"", ""Gabon"", ""Ukraine"", ""Sudan"", ""Lithuania"", ""Belgium"", ""Armenia"", ""Netherlands"", ""Germany"", ""Guinea"", ""Peru"", ""Luxembourg"", ""Russia"", ""Hungary"", ""Bahamas"", ""Cote d'Ivoire"", ""Mali"", ""Nigeria"", ""France"", ""Estonia"", ""Czech Republic"", ""Chad"", ""Palestine"", ""Austria"", ""Ireland"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1413981305
armenia__idx219__t11_l10_h04_w06,gpt-4o,3,openai,Armenia,Cote d'Ivoire,The orange color is a prominent feature of the Cote d'Ivoire flag.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx219__t11_l10_h04_w06.png,219,11,10,4,6,3,"[""Armenia"", ""Cote d'Ivoire"", ""Ireland""]",3.222392421336448,narrow,"[""Italy"", ""Armenia"", ""Ukraine"", ""Lithuania"", ""Bahamas"", ""Russia"", ""Cote d'Ivoire"", ""Germany"", ""Hungary"", ""Mali"", ""Guinea"", ""Austria"", ""Yemen"", ""Netherlands"", ""Sierra Leone"", ""France"", ""Luxembourg"", ""Bulgaria"", ""Belgium"", ""Palestine"", ""Nigeria"", ""Sudan"", ""Estonia"", ""Czech Republic"", ""Chad"", ""Ireland"", ""Peru"", ""Gabon""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1218143272
armenia__idx219__t11_l10_h04_w06,gpt-5.4,3,openai,Armenia,Cote d'Ivoire,"The crop is a solid orange vertical-band color, which matches the left stripe of Cote d'Ivoire's flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/armenia__idx219__t11_l10_h04_w06.png,219,11,10,4,6,3,"[""Armenia"", ""Cote d'Ivoire"", ""Ireland""]",3.222392421336448,narrow,"[""Italy"", ""Armenia"", ""Ukraine"", ""Lithuania"", ""Bahamas"", ""Russia"", ""Cote d'Ivoire"", ""Germany"", ""Hungary"", ""Mali"", ""Guinea"", ""Austria"", ""Yemen"", ""Netherlands"", ""Sierra Leone"", ""France"", ""Luxembourg"", ""Bulgaria"", ""Belgium"", ""Palestine"", ""Nigeria"", ""Sudan"", ""Estonia"", ""Czech Republic"", ""Chad"", ""Ireland"", ""Peru"", ""Gabon""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1218143272
austria__idx074__t03_l17_h04_w06,gpt-4o,3,openai,Austria,Peru,"The flag has two horizontal stripes, red on top and white on the bottom.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx074__t03_l17_h04_w06.png,74,3,17,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Mali"", ""Russia"", ""Palestine"", ""Belgium"", ""Sudan"", ""Hungary"", ""Czech Republic"", ""Yemen"", ""Nigeria"", ""Germany"", ""Gabon"", ""Netherlands"", ""Peru"", ""Sierra Leone"", ""Ireland"", ""Ukraine"", ""Bahamas"", ""Armenia"", ""Estonia"", ""Luxembourg"", ""Italy"", ""Austria"", ""France"", ""Bulgaria"", ""Chad"", ""Lithuania"", ""Cote d'Ivoire"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,874656175
austria__idx074__t03_l17_h04_w06,gpt-5.4,3,openai,Austria,Yemen,"The crop shows two horizontal bands, red over white, matching the top two stripes of Yemen's red-white-black flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx074__t03_l17_h04_w06.png,74,3,17,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Mali"", ""Russia"", ""Palestine"", ""Belgium"", ""Sudan"", ""Hungary"", ""Czech Republic"", ""Yemen"", ""Nigeria"", ""Germany"", ""Gabon"", ""Netherlands"", ""Peru"", ""Sierra Leone"", ""Ireland"", ""Ukraine"", ""Bahamas"", ""Armenia"", ""Estonia"", ""Luxembourg"", ""Italy"", ""Austria"", ""France"", ""Bulgaria"", ""Chad"", ""Lithuania"", ""Cote d'Ivoire"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,874656175
austria__idx179__t09_l08_h04_w06,gpt-4o,3,openai,Austria,Yemen,"The flag has horizontal stripes of white and red, similar to Yemen's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx179__t09_l08_h04_w06.png,179,9,8,4,6,1,"[""Austria""]",4.807354922057604,unique,"[""Estonia"", ""Guinea"", ""Peru"", ""Czech Republic"", ""Yemen"", ""Lithuania"", ""Mali"", ""Germany"", ""Ireland"", ""Sudan"", ""Nigeria"", ""Italy"", ""Gabon"", ""Russia"", ""France"", ""Armenia"", ""Palestine"", ""Cote d'Ivoire"", ""Bahamas"", ""Chad"", ""Austria"", ""Belgium"", ""Netherlands"", ""Sierra Leone"", ""Ukraine"", ""Hungary"", ""Bulgaria"", ""Luxembourg""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,367741584
austria__idx179__t09_l08_h04_w06,gpt-5.4,3,openai,Austria,Austria,"The crop shows a horizontal red-white-red tricolor, which matches the flag of Austria.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx179__t09_l08_h04_w06.png,179,9,8,4,6,1,"[""Austria""]",4.807354922057604,unique,"[""Estonia"", ""Guinea"", ""Peru"", ""Czech Republic"", ""Yemen"", ""Lithuania"", ""Mali"", ""Germany"", ""Ireland"", ""Sudan"", ""Nigeria"", ""Italy"", ""Gabon"", ""Russia"", ""France"", ""Armenia"", ""Palestine"", ""Cote d'Ivoire"", ""Bahamas"", ""Chad"", ""Austria"", ""Belgium"", ""Netherlands"", ""Sierra Leone"", ""Ukraine"", ""Hungary"", ""Bulgaria"", ""Luxembourg""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,367741584
austria__idx228__t12_l00_h04_w06,gpt-4o,3,openai,Austria,Yemen,"The flag of Yemen contains a red stripe, which matches the crop shown.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx228__t12_l00_h04_w06.png,228,12,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Guinea"", ""Belgium"", ""Bahamas"", ""Hungary"", ""France"", ""Sudan"", ""Czech Republic"", ""Palestine"", ""Germany"", ""Nigeria"", ""Mali"", ""Bulgaria"", ""Lithuania"", ""Peru"", ""Sierra Leone"", ""Italy"", ""Netherlands"", ""Luxembourg"", ""Armenia"", ""Yemen"", ""Estonia"", ""Ireland"", ""Cote d'Ivoire"", ""Austria"", ""Chad"", ""Gabon"", ""Ukraine"", ""Russia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,339305248
austria__idx228__t12_l00_h04_w06,gpt-5.4,3,openai,Austria,Austria,"The crop shows a solid red horizontal band, which matches the top or bottom stripe of Austria's red-white-red flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/austria__idx228__t12_l00_h04_w06.png,228,12,0,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Guinea"", ""Belgium"", ""Bahamas"", ""Hungary"", ""France"", ""Sudan"", ""Czech Republic"", ""Palestine"", ""Germany"", ""Nigeria"", ""Mali"", ""Bulgaria"", ""Lithuania"", ""Peru"", ""Sierra Leone"", ""Italy"", ""Netherlands"", ""Luxembourg"", ""Armenia"", ""Yemen"", ""Estonia"", ""Ireland"", ""Cote d'Ivoire"", ""Austria"", ""Chad"", ""Gabon"", ""Ukraine"", ""Russia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,339305248
bahamas__idx034__t01_l15_h04_w06,gpt-4o,3,openai,Bahamas,Bahamas,The light blue color is prominent in the flag of the Bahamas.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx034__t01_l15_h04_w06.png,34,1,15,4,6,2,"[""Luxembourg"", ""Bahamas""]",3.807354922057604,narrow,"[""Nigeria"", ""Yemen"", ""Gabon"", ""Russia"", ""Luxembourg"", ""Hungary"", ""Ireland"", ""Bahamas"", ""Guinea"", ""Lithuania"", ""Sudan"", ""Armenia"", ""Netherlands"", ""Belgium"", ""Austria"", ""Italy"", ""Ukraine"", ""France"", ""Palestine"", ""Germany"", ""Estonia"", ""Chad"", ""Cote d'Ivoire"", ""Bulgaria"", ""Czech Republic"", ""Mali"", ""Sierra Leone"", ""Peru""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,191630981
bahamas__idx034__t01_l15_h04_w06,gpt-5.4,3,openai,Bahamas,Ukraine,"The crop shows a light blue horizontal band over a lighter lower band, matching the blue-over-yellow layout of Ukraine.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx034__t01_l15_h04_w06.png,34,1,15,4,6,2,"[""Luxembourg"", ""Bahamas""]",3.807354922057604,narrow,"[""Nigeria"", ""Yemen"", ""Gabon"", ""Russia"", ""Luxembourg"", ""Hungary"", ""Ireland"", ""Bahamas"", ""Guinea"", ""Lithuania"", ""Sudan"", ""Armenia"", ""Netherlands"", ""Belgium"", ""Austria"", ""Italy"", ""Ukraine"", ""France"", ""Palestine"", ""Germany"", ""Estonia"", ""Chad"", ""Cote d'Ivoire"", ""Bulgaria"", ""Czech Republic"", ""Mali"", ""Sierra Leone"", ""Peru""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,191630981
bahamas__idx128__t06_l14_h04_w06,gpt-4o,3,openai,Bahamas,Ukraine,The flag of Ukraine has a yellow stripe.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx128__t06_l14_h04_w06.png,128,6,14,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Germany"", ""Bahamas"", ""Nigeria"", ""Sudan"", ""Bulgaria"", ""Italy"", ""Mali"", ""Sierra Leone"", ""Netherlands"", ""Cote d'Ivoire"", ""Armenia"", ""Ireland"", ""Ukraine"", ""Luxembourg"", ""Gabon"", ""Austria"", ""Estonia"", ""Yemen"", ""Chad"", ""Czech Republic"", ""Lithuania"", ""Palestine"", ""France"", ""Belgium"", ""Hungary"", ""Peru"", ""Russia"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1076322694
bahamas__idx128__t06_l14_h04_w06,gpt-5.4,3,openai,Bahamas,Ukraine,"The visible crop is a solid yellow band, which matches the bottom half of Ukraine's blue-over-yellow flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx128__t06_l14_h04_w06.png,128,6,14,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Germany"", ""Bahamas"", ""Nigeria"", ""Sudan"", ""Bulgaria"", ""Italy"", ""Mali"", ""Sierra Leone"", ""Netherlands"", ""Cote d'Ivoire"", ""Armenia"", ""Ireland"", ""Ukraine"", ""Luxembourg"", ""Gabon"", ""Austria"", ""Estonia"", ""Yemen"", ""Chad"", ""Czech Republic"", ""Lithuania"", ""Palestine"", ""France"", ""Belgium"", ""Hungary"", ""Peru"", ""Russia"", ""Guinea""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1076322694
bahamas__idx194__t10_l04_h04_w06,gpt-4o,3,openai,Bahamas,Bahamas,The flag has a black triangle and blue and yellow stripes.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx194__t10_l04_h04_w06.png,194,10,4,4,6,1,"[""Bahamas""]",4.807354922057604,unique,"[""Sierra Leone"", ""Luxembourg"", ""Belgium"", ""Netherlands"", ""Mali"", ""Ireland"", ""Nigeria"", ""Guinea"", ""Cote d'Ivoire"", ""Gabon"", ""Russia"", ""France"", ""Estonia"", ""Armenia"", ""Ukraine"", ""Lithuania"", ""Germany"", ""Yemen"", ""Italy"", ""Sudan"", ""Palestine"", ""Czech Republic"", ""Hungary"", ""Bahamas"", ""Bulgaria"", ""Austria"", ""Peru"", ""Chad""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,329930903
bahamas__idx194__t10_l04_h04_w06,gpt-5.4,3,openai,Bahamas,Bahamas,"The crop shows a black triangle at the hoist with yellow over blue horizontal bands, matching the flag of the Bahamas.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/bahamas__idx194__t10_l04_h04_w06.png,194,10,4,4,6,1,"[""Bahamas""]",4.807354922057604,unique,"[""Sierra Leone"", ""Luxembourg"", ""Belgium"", ""Netherlands"", ""Mali"", ""Ireland"", ""Nigeria"", ""Guinea"", ""Cote d'Ivoire"", ""Gabon"", ""Russia"", ""France"", ""Estonia"", ""Armenia"", ""Ukraine"", ""Lithuania"", ""Germany"", ""Yemen"", ""Italy"", ""Sudan"", ""Palestine"", ""Czech Republic"", ""Hungary"", ""Bahamas"", ""Bulgaria"", ""Austria"", ""Peru"", ""Chad""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,329930903
